f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,clase
-1.2440339435062695,-1.2723560907489182,0.9321217118989524,0.671759296654245,1.524489856960967,0.024895585000037565,1.1664762940044286,0.05992461244769404,-0.6011180073594506,-0.16011521217647257,-0.6370914574996303,-0.3416434052923648,-0.33174445534646085,-0.3212254347912568,-0.8609523401548651,-0.5681648354408726,-0.5242430893906943,-0.4758848075753114,-0.4893818751553032,-0.5320866622125525,-0.6332539523930601,-0.8342341476238312,-0.8356090457296601,-0.9679526495128042,2
-1.2340630301168871,-1.2645553807486105,0.9369321571178919,0.6732864375098099,1.524489856960967,0.02567535689653267,1.1664762940044286,0.05902492994554235,-0.6062764842510484,-0.16317448881180008,-0.6378145242826077,-0.3480479868672192,-0.3374299745109954,-0.5806241936327399,-0.8644506670340553,-0.5654345874376996,-0.5253051869153702,-0.47700891141547885,-0.4902559553764209,-0.5250780227969182,-0.6276194371990876,-0.8310528588596117,-0.8294134715145698,-0.9618680924064658,2
-1.2303226874813515,-1.2645553807486105,0.9393373797273616,0.6633575217180303,1.524489856960967,0.02723490068952288,1.1664762940044286,-0.19739608422235108,-0.6055394161104692,1.6743706713521178,-0.6530119279259314,-0.3512492775638322,-0.3409832989774142,-0.5837944840058579,-0.8446288149055394,-0.5271991143031538,-0.5274283818728908,-0.47925711909581387,-0.49200311572687017,-0.5224497830160553,-0.6253652310849213,-0.8297797432994571,-0.8286393997724424,-0.9583907740207428,2
-1.2303226874813515,-1.2730661553771512,0.9457509733217604,0.6610663103885613,-0.010120184724320334,0.02567535689653267,1.1664762940044286,-0.19289767171159267,-0.6040652798293108,-0.1624094196303599,-0.652287861050585,-0.3512492775638322,-0.3409832989774142,-0.5837944840058579,-0.8428796514659443,-0.6091315566694351,-0.5274283818728908,-0.48038222302836586,-0.4928771959479879,-0.4987946248970486,-0.6253652310849213,-0.8304158010341455,-0.8278643279376247,-0.9583907740207428,2
-1.2328229165158004,-1.2815769300056918,0.9585791606031191,0.6625934512441263,-0.004892825314338006,0.026455128793027777,1.1664762940044286,0.3964213696739268,-0.6033292117811883,-0.38493354139136426,-0.6508407273922611,-0.35044920491238246,-0.3424054288370392,-0.5850636002467056,-0.8446288149055394,-0.6091315566694351,-0.5284894793057355,-0.4815063268685334,-0.4946243562984372,-0.49353714524408204,-0.6276194371990876,-0.8297797432994571,-0.8286393997724424,-0.9601289331678198,2
-1.2340630301168871,-1.2801568007492257,0.9561739379936494,0.6603022399146573,-0.002652519852130837,0.026455128793027777,-0.27880873002810075,0.3991206171987238,-1.0506965700616913,-0.16088028135791277,-0.6501166605169145,-0.34964913226093286,-0.34169436390722674,-0.5825263678566107,-0.8422965969860793,-0.6118628047634518,-0.5284894793057355,-0.4815063268685334,-0.4946243562984372,-0.49353714524408204,-0.624238128027838,-0.8221440502108635,-0.8301875432566973,-0.9609980127413583,2
-1.2353131446341117,-1.2780266068645263,0.9657938283389671,0.6625934512441263,-0.007879899263947566,0.02567535689653267,-0.2837601823338324,0.4090175247590763,-1.0529067743909721,-0.16317448881180008,-0.6501166605169145,-0.3488480595186689,-0.3409832989774142,-0.5844295421720819,-0.8417135425062143,-0.6118628047634518,-0.5274283818728908,-0.4815063268685334,-0.4946243562984372,-0.4909089054632192,-0.624238128027838,-0.8221440502108635,-0.8301875432566973,-0.9609980127413583,2
-1.2340630301168871,-1.2851172522366006,2.027268070479719,0.6625934512441263,-0.0019057513647284473,0.026455128793027777,-0.28588337628355337,0.40721835977311494,-1.0529067743909721,-0.16088028135791277,-0.6501166605169145,-0.34964913226093286,-0.34169436390722674,-0.5844295421720819,-0.8399653791600666,-0.5554196777293574,-0.531674771787932,-0.4815063268685334,-0.49200311572687017,-0.47776770655890477,-0.624238128027838,-0.8138722993875813,-0.8301875432566973,-0.9609980127413583,2
-1.2365532582351983,1.8956922567606005,0.9673979768069876,0.6603022399146573,-0.004146056826935617,0.026455128793027777,-0.28800557014191785,0.40721835977311494,-1.0492164332257927,-0.16088028135791277,-0.6515637941752384,-0.3488480595186689,-0.34169436390722674,-0.5844295421720819,-0.8125638187933054,-0.559062008581942,-0.531674771787932,-0.48263043070870093,-0.4954984365195549,-0.49616538502494495,-0.624238128027838,-0.8253253389750831,-0.8301875432566973,-0.9609980127413583,2
-1.2353131446341117,-1.291507833890699,2.0280681445286066,0.6633575217180303,-0.013107258673929895,0.028014672586017985,-0.2872975054615587,0.3964213696739268,-1.0506965700616913,-0.1654686962656874,-0.6493935937339371,-0.3488480595186689,-0.34169436390722674,-0.5831604259312344,-0.8113977098335754,-0.5089914604036052,-0.5295515768304113,-0.4837545345488684,-0.49375027607731947,-0.48390026604758485,-0.6253652310849213,-0.8329620321544546,-0.8294134715145698,-0.9609980127413583,2
-1.2365532582351983,1.8956922567606005,2.0280681445286066,0.6603022399146573,-0.011613721699125114,0.02879434447329204,-0.28941969931992323,0.40991760729791193,-1.0521667059730229,-0.3979327168428147,-0.6486695268585906,-0.3488480595186689,-0.3424054288370392,-0.5812582517073634,-0.8131468732731705,-0.5326616104911871,-0.5295515768304113,-0.48487863838903594,-0.4954984365195549,-0.4392181895904343,-0.6253652310849213,-0.8355072631839858,-0.8294134715145698,-0.9609980127413583,2
-1.2365532582351983,1.8956922567606005,2.028878219503106,0.6610663103885613,-0.010120184724320334,0.029574116369787146,-0.28941969931992323,0.41081668974503777,-1.0506965700616913,-0.3971686477518077,-0.6479464600756133,-0.3488480595186689,-0.3424054288370392,-0.5837944840058579,-0.7565965892869478,-0.5335716931589114,-0.5306126742632562,-0.48600374232158794,-0.4972455968700042,-0.5022989446048657,-0.6264923341420044,-0.8386885519482055,-0.834059902152715,-0.9609980127413583,1
-1.2340630301168871,-1.2900877046342325,2.029678293551994,0.6595381694407533,-0.003399288339533227,0.03347287584304162,-0.28659044087255603,0.3829251320499417,-1.0470062288965118,-0.3971686477518077,-0.6479464600756133,-0.3480479868672192,-0.3431154936755299,-0.5837944840058579,-0.3012760447174997,-0.47712956621566066,-0.5274283818728908,-0.4871278461617555,-0.5024880780131382,-0.5075554241665915,-0.6186036128338656,-0.8393246096828938,-0.8356090457296601,-0.9609980127413583,1
-1.22783245936304,-1.2886675753777663,-1.5772555373475503,0.6610663103885613,-0.0004122123897402276,0.03503241963603183,-0.2915418931782877,0.07791906256409561,-1.04553609298518,-0.39640357857036757,-0.644328125883619,-0.3480479868672192,-0.3459587533034581,-0.33327653857550693,-0.29369633647925436,-0.46074307774240436,-0.5030121399073194,-0.488251950001923,-0.5077305591562722,-0.46374942763639526,-0.620857818948032,-0.8405977252430482,-0.8402554763678052,-0.9601289331678198,1
-1.2365532582351983,-1.2808668653774589,-1.5788656863709374,0.6618303808624656,-0.003399288339533227,0.03503241963603183,-0.29012776400028234,0.37482738947555067,-1.0418457518200006,-0.39640357857036757,-0.6436040590082724,-0.3480479868672192,-0.3466698182332706,-0.336446828948625,-0.2610482858871554,-0.4680257392658863,-0.4839033852896339,-0.4893760538420905,-0.5094777195067215,-0.5145640635822258,-0.6253652310849213,-0.8412337829777367,-0.8441268351711328,-0.9601289331678198,1
-1.2353131446341117,-1.257464735376536,-1.5780656123220496,0.6625934512441263,-0.003399288339533227,0.03503241963603183,-0.29012776400028234,0.08241777510236699,-1.0396355474907197,-0.3971686477518077,-0.6436040590082724,-0.3480479868672192,-0.34737988307176126,-0.33898406133871983,-0.25930012254100776,-0.46893582193361066,-0.4637335332391037,-0.4893760538420905,-0.5103517997278392,-0.45411154834865725,-0.624238128027838,-0.8431429562725795,-0.8441268351711328,-0.9583907740207428,1
-1.2340630301168871,-1.2879575107495334,2.03127844164977,0.6633575217180303,-0.003399288339533227,0.03425264773953672,-0.29012776400028234,0.07791906256409561,-1.04553609298518,-0.3979327168428147,-0.6436040590082724,-0.34964913226093286,-0.34809094800157375,-0.33961811941334347,-0.26221439484688547,-0.46893582193361066,-0.47222631306918617,-0.4893760538420905,-0.5094777195067215,-0.5014228646779114,-0.6231110249707548,-0.8399606674175821,-0.8402554763678052,-0.9575216944472044,1
-1.2328229165158004,-1.2758964129798267,-1.5756553892497742,0.6633575217180303,-0.004146056826935617,0.03425264773953672,-0.29083482858928505,0.07971852757756996,-1.0462661604785626,-0.3979327168428147,-0.6457752595419428,-0.35044920491238246,-0.34880101284006443,-0.34025217748796704,-0.26221439484688547,-0.5790898278169393,-0.4679799231541449,-0.4893760538420905,-0.5086036392856038,-0.5005467847509572,-0.6219839219136716,-0.8393246096828938,-0.8418036198520602,-0.9575216944472044,1
-1.2328229165158004,-1.2751963492618505,-1.5780656123220496,0.6633575217180303,-0.0019057513647284473,0.03659196342902204,-0.29083482858928505,0.07791906256409561,-1.0462661604785626,-0.3979327168428147,-0.6464983263249201,-0.35044920491238246,-0.34880101284006443,-0.34025217748796704,-0.26221439484688547,-0.5790898278169393,-0.46054824075690726,-0.4893760538420905,-0.5086036392856038,-0.5031750245318201,-0.6231110249707548,-0.8393246096828938,-0.8418036198520602,-0.9575216944472044,1
-1.2328229165158004,-1.2780266068645263,-1.5756553892497742,0.6633575217180303,-0.004146056826935617,0.03659196342902204,-0.29083482858928505,0.08061831008889263,-1.0440559561492817,-0.3986977860242549,-0.6436040590082724,-0.35044920491238246,-0.34880101284006443,-0.34025217748796704,-0.26221439484688547,-0.5818200758201123,-0.47541060545955144,-0.4893760538420905,-0.5086036392856038,-0.5154401435091801,-0.6219839219136716,-0.8393246096828938,-0.8418036198520602,-0.9566516147820967,1
-1.2328229165158004,-1.2872474461213002,-1.5756553892497742,0.6633575217180303,-0.004146056826935617,0.03659196342902204,-0.29083482858928505,0.07971852757756996,-1.0440559561492817,-0.3986977860242549,-0.6436040590082724,-0.35044920491238246,-0.34880101284006443,-0.34025217748796704,-0.2627974493267505,-0.5818200758201123,-0.47222631306918617,-0.4893760538420905,-0.5094777195067215,-0.5180683832900429,-0.6219839219136716,-0.8393246096828938,-0.8418036198520602,-0.9566516147820967,1
-1.2303226874813515,-1.2858273168648338,-1.5748553152008862,0.6648846625735951,-0.003399288339533227,0.03503241963603183,-0.29012776400028234,0.37482738947555067,-1.04553609298518,-0.3994628552056951,-0.6450511926665963,-0.3520503503060961,-0.3502231426996894,-0.3415212937288147,-0.26396355828648055,-0.47348823545391966,-0.482841287764958,-0.4893760538420905,-0.5094777195067215,-0.46637766741725817,-0.620857818948032,-0.8405977252430482,-0.8410295481099327,-0.9523052168228353,1
-1.2265923457619536,-1.2723560907489182,-1.5748553152008862,0.6664128035214033,-0.002652519852130837,0.037371635316296094,-0.2922499578586468,0.3757274720143863,-1.0447960245672308,-0.40175606256914914,-0.6493935937339371,-0.35445156835125935,-0.3530654022362958,-0.3440575260273091,-0.26629577620594064,-0.6073103912431428,-0.47647270298422734,-0.49050015768225796,-0.5103517997278392,-0.4830241861206305,-0.6174765097767823,-0.8393246096828938,-0.8394804045329877,-0.9523052168228353,1
-1.2203617750081068,-1.2695158322359856,-1.5692447959330587,0.6694680853247761,-0.0019057513647284473,0.0381514072127912,-0.28941969931992323,0.838185880101285,-1.0477462973144611,-0.40405027002303645,-0.6530119279259314,-0.3584539317901363,-0.3566197267940365,-0.3453266422681567,-0.26921104860526573,-0.6155041355251928,-0.47222631306918617,-0.49050015768225796,-0.5112248798571708,-0.5171923033630886,-0.6140962006969763,-0.8374154363880509,-0.8371571892139151,-0.9479588188635738,1
-1.2178715468897954,-1.2680957029795195,-1.5644343507141194,0.6725233671281491,-0.0019057513647284473,0.0381514072127912,-0.2915418931782877,0.4612013100856357,-1.054376910302304,-0.40863868493081107,-0.6544590615842554,-0.3632573679712771,-0.360883116098946,-0.3497660488821223,-0.2482230875170198,-0.6155041355251928,-0.4881497752046751,-0.49050015768225796,-0.5112248798571708,-0.4681298272711667,-0.6084606854115602,-0.8342341476238312,-0.834059902152715,-0.9392660229450508,1
-1.2091507480176373,-1.2680957029795195,2.0320785156986583,0.6755786489315221,0.0010813225848811119,0.038931179109286305,-0.28941969931992323,1.077508826352286,-0.39033352072556343,-0.41169796156613864,-0.6616947298758749,-0.36886087680386764,-0.36585857042498987,-0.35230328127221716,-0.27853892018965865,-0.6182353836192095,-0.47647270298422734,-0.49050015768225796,-0.5112248798571708,-0.5093075840205,-0.6028261702175877,-0.8310528588596117,-0.8301875432566973,-0.9331814658387123,1
-1.199179834628255,-1.2631352514921443,2.035288812819821,0.6801610715904598,1.524489856960967,0.03971095100578141,-0.28941969931992323,0.3802258845251447,-0.3954929977096178,-0.4178145146559271,-0.6624187967512214,-0.3744643856364581,-0.3672797001932931,-0.3611820945001485,-0.3170165154869604,-0.6155041355251928,-0.47647270298422734,-0.4871278461617555,-0.5120989600782885,-0.5154401435091801,-0.5960645519665321,-0.8278705700046142,-0.8263161844533697,-0.9262268290672663,1
-1.18921892215501,-1.257464735376536,2.032878589747546,0.6862716351972058,0.007802248972419822,0.04049072290227651,-0.2887126347309205,0.40091978218468527,-1.0639577960373767,-0.4224029295637018,-0.6631428636265678,-0.379267821817599,-0.3715440895895244,-0.36752467542958533,-0.3263443870713534,-0.6173243008606415,-0.4637335332391037,-0.4758848075753114,-0.5129730402994062,-0.5198215432351924,-0.5893029337154764,-0.8240532235057063,-0.8216697538152247,-0.9157958740016663,1
-1.1780078951645407,-1.2532043476071375,2.033688664722045,0.6908540578561435,1.524489856960967,0.04049072290227651,-0.2887126347309205,0.05362653490511928,-1.0727986133545002,-0.4277554135624833,-0.666760197726193,-0.3864724760439031,-0.3807839333117996,-0.3732321981927982,-0.9501516748266342,-0.4525493334603544,-0.4679799231541449,-0.4871278461617555,-0.5129730402994062,-0.5198215432351924,-0.5780339033275315,-0.8195988191813323,-0.8170233231770794,-0.9131876351894818,2
-1.1667968681740717,-1.2475338314915292,-1.4586045558974527,0.6954374806073246,1.524489856960967,0.04360971047903588,-0.2887126347309205,0.04282984483344414,-1.0786991588489607,-0.43310889765169813,1.7733541730230709,-0.3936771302702073,-0.3871795173148248,-0.3795747791222351,-0.3415028034543965,-0.4580118296483877,-0.47541060545955144,-0.488251950001923,-0.5129730402994062,-0.5206976231621466,-0.5814142124073375,-0.815144414856958,-0.8123768925389342,-0.9027566801238818,1
-1.1555858411836024,-1.2539144122353705,2.036088886868709,0.6992558327923583,1.524489856960967,0.04282993858254078,-0.2887126347309205,0.03743154980219206,-1.084589703418854,-0.9056856304394882,1.7733541730230709,-0.3984805664513481,-0.3935761014091719,-0.3878195342755428,-0.34908151159919437,-0.6164142181929171,-0.4435626810967424,-0.488251950001923,-0.5129730402994062,-0.5206976231621466,-0.5656367697910597,-0.8106900105325839,-0.8069563901586616,-0.8914556453931742,1
-1.1443748141931331,-1.2496640253762286,2.033688664722045,0.7038392555435393,1.524489856960967,0.04282993858254078,-0.2887126347309205,0.03293293727309166,-1.0904902489133144,-0.9118031836197099,1.7733541730230709,-0.4056852206776522,-0.4006837504333314,-0.3935270570387557,-0.3549110563043972,-0.6155041355251928,-0.42233173161336746,-0.488251950001923,-0.5138461204287378,-0.5206976231621466,-0.5577490485743645,-0.8062366062989876,-0.7992116723666263,-0.8792855310889283,1
-1.133153786286526,-1.2432734437221304,2.033688664722045,0.71147696000585,0.5962557270372482,0.04360971047903588,-0.2887126347309205,-0.7912135381186289,-1.0971208619011572,-0.9186848058909386,1.7733541730230709,-0.413689947555406,-0.40708033452767844,-0.3998696379681925,-0.36074160110304737,-0.4561906642220954,-0.4584250457993866,-0.488251950001923,-0.5138461204287378,-0.521573703089101,-0.5487332242091424,-0.8017822019746135,-0.7937911699863537,-0.8740700535561283,1
-1.1207026456949702,-1.2368928629782892,2.03127844164977,0.7137681713353188,0.6111920968770161,0.046728698055795256,-0.2887126347309205,0.37752663700034766,-1.101541270559719,-0.9232732207987133,1.7733541730230709,-0.4192944564788108,-0.4148980483903287,-0.4043090445821582,-0.5986038266452383,-0.467115656598162,-0.43507090135849114,-0.4871278461617555,-0.5138461204287378,-0.521573703089101,-0.5397173998439202,-0.7973277976502394,-0.7906938829251535,-0.8671164168762512,1
-1.1082415041872764,-1.2298022176062147,2.036088886868709,0.7206428054159688,0.6179127132361215,0.04906801374528056,-0.2887126347309205,0.37122905950362783,-0.43086926818004934,-0.45987231773603926,-0.7174158763217443,-0.4297004014017279,-0.42200469732316637,-0.41128568358621864,-0.6056004804036185,-0.41886627384611747,-0.44250158366389764,-0.4871278461617555,-0.5138461204287378,-0.521573703089101,-0.5273212663988921,-0.790328162296334,-0.7821750933909907,-0.8592927005312668,1
-1.0970304771968071,-1.225551830747073,2.0128367348229004,0.15772388468957996,0.6216460556272734,0.05218700132203993,-0.2887126347309205,0.3766275545532219,-0.4352916770235245,-0.46522580182525414,-0.7217572772967158,-0.43770612837029593,-0.42911234634732587,-0.41953043873952633,-0.6102639161490913,-0.43070134888990846,-0.4881497752046751,-0.4871278461617555,-0.5129730402994062,-0.5224497830160553,-0.5183054420336699,-0.7871468735321144,-0.7767545910107181,-0.8505999046127438,1
-1.0858194502063379,-1.2191612490929746,2.035288812819821,0.1561957437417718,0.6052175489411089,0.05764520457906357,-0.2887126347309205,0.37122905950362783,-0.439713085774543,-0.47057828582403566,1.7733541730230709,-0.4441097098543361,-0.4355079303503511,-0.42587301966896324,-0.6149283519880114,-0.42979026613134047,-0.445685876054263,-0.4871278461617555,-0.5129730402994062,-0.521573703089101,-0.49576738125778014,-0.7807832959128974,-0.7535224378199923,-0.8427761882677592,1
-1.0808389939697156,-1.210650474464434,2.035288812819821,0.1561957437417718,0.6022302749731554,1.6428818665020761,-0.2887126347309205,0.3703289769647922,-0.4419242901962806,-0.47516670073181033,-0.7362306140646931,-0.4537165822166178,-0.44190451444469814,-0.43158054243217614,-0.6195917877334841,-0.3505890718590758,-0.45205546092682486,-0.48600374232158794,-0.5129730402994062,-0.521573703089101,-0.4743554234475299,-0.7763288915885233,-0.7535224378199923,-0.8340833923492363,1
-1.0770986513341798,-1.2049799583488259,2.0128367348229004,0.15390453241230295,0.6059646174560274,1.6428818665020761,-0.28941969931992323,0.37212914204246345,-0.4441354946180182,-0.48051918473059185,-0.7420191486979887,-0.46092123644292193,-0.44830109853904515,-0.43728906528698935,-0.6236731690925392,0.38133841306773597,-0.4393172912735323,-0.48600374232158794,-0.5129730402994062,-0.521573703089101,-0.45857798083125206,-0.7712384295294608,-0.7566207249738824,-0.8262596760042518,1
-1.0646375098264862,-1.200729571489684,2.0128367348229004,0.744319989276805,0.6074577543941441,1.6428818665020761,-0.28941969931992323,0.37482738947555067,-0.4478198352284575,-0.962271747243498,-0.7485317502066308,-0.4681258906692261,-0.4546976826333922,-0.44363164621642626,-0.6283366048380121,0.37678699963827067,-0.43082451144344985,-0.48600374232158794,-0.5120989600782885,-0.521573703089101,-0.5735254910991986,-0.7667850252958646,-0.7488760071818471,-0.8184359596592672,1
-1.0571668254715525,-1.1943389898355856,2.0128367348229004,0.7489024119357427,0.6089508913322608,1.6428818665020761,-0.28941969931992323,1.0190334640792658,-0.45519051663424953,-0.9714485770590472,-0.7528741512739716,-0.4753305448955302,-0.4610942667277393,-0.4493391689796391,-0.35957549214331735,0.3685932553562207,-0.4371940963160117,-0.48487863838903594,-0.5120989600782885,-0.521573703089101,4.489820477804738,-0.7597853899419591,-0.7511992225009196,-0.8097431637407442,1
-1.0521863692349303,-1.1879584090917445,2.0128367348229004,0.7557770460163927,0.6126852338151328,1.6428818665020761,-0.29012776400028234,2.2129629490934115,-0.459611925385268,-0.977566130239269,-0.7608338864409375,-0.4825351991218343,-0.468200915660577,-0.45568174990907595,-0.6277535503581471,-0.40794228156089457,-0.4318856088762946,-0.4837545345488684,-0.5112248798571708,-0.521573703089101,-0.5814142124073375,-0.7546949278828966,-0.7481019354397196,-0.8019194473957596,1
-1.0484460265993945,-1.1787375698349707,2.0128367348229004,0.7893841457612517,0.6194058501742383,0.05296677321853504,-0.29012776400028234,2.2129629490934115,-0.459611925385268,-0.5019301208161515,-0.7673464879495796,-0.4897398533481384,-0.4753085646847365,-0.4639265050623837,-0.3694864182075753,-0.4134037776580842,-0.4149000492161298,-0.4702632882820893,-0.5112248798571708,-0.5206976231621466,-0.5814142124073375,-0.7496044658238341,-0.7419063612246294,-0.7958348902894212,1
-1.0310044288550784,-1.1723569890911294,2.0128367348229004,1.6960167688597585,0.6208999872040751,1.6428818665020761,-0.29083482858928505,2.2129629490934115,-0.16554673960558494,-0.505753466542486,-0.7716888890169206,-0.4977445802258922,-0.48170514877908355,-0.46836591167634933,-0.37473290843291307,0.33855152650372483,-0.4255160240037328,-0.4725114959624243,-0.5103517997278392,-0.5206976231621466,-0.5814142124073375,-0.7394225416149314,-0.7357117871022292,-0.7862730147973598,1
-0.9986174620344401,-1.165266343719055,2.0128367348229004,1.6952466978323943,0.6246333295952271,0.04750846995229036,-0.2915418931782877,2.2129629490934115,-0.1699691484490601,-0.5111069506317008,-0.7767543568672387,-0.5049492344521963,-0.48881179771192124,-0.476610666829657,-0.37998039875169826,0.33582027840970813,-0.3851763199026725,-0.4713873921222568,-0.5094777195067215,-0.5198215432351924,-0.5802871093502543,-0.6535197442547798,-0.729516212887139,-0.8193050392328057,1
-0.9749472937195047,-1.1610059559496562,-1.4161106229758864,1.6952466978323943,0.6537570005764042,0.04984768563255462,-0.28941969931992323,2.2129629490934115,-0.1736534890594994,-0.5172245038119225,1.78710544310044,-0.5105537433756012,-0.495918446644759,-0.4829532477590939,-0.385226888977036,0.3276275342185018,-0.38199102742047597,-0.4691391844419218,-0.49899275722045344,-0.5171923033630886,-0.5769068002704483,-0.7336960218211805,-0.7264189258259389,-0.8158287209386518,1
-0.9624901525782661,-1.151085052974906,2.0128367348229004,1.6944866277274635,0.6350882884372046,1.6428818665020761,-0.28941969931992323,2.2129629490934115,-0.17733882976239543,-0.5225769878107042,-0.7868852925678751,-0.5177583976019053,-0.5030260956689184,-0.4892958286885307,-0.42778586563339294,0.3185237072687275,-0.36925185767535235,-0.4680140805093698,-0.5007409176626889,-0.5163162234361344,-0.4089924469596959,-0.6395214736377468,-0.7171260645496487,-0.8062658453550212,1
