f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,clase
-5.46794e-16,1.0,2.0,4.61448e-16,2.39765e-16,-1.2151e-16,1.0,1.0,1.09214e-16,1.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,2
-5.46794e-16,1.0,2.0,4.61448e-16,2.39765e-16,3.0,1.0,2.0,1.09214e-16,2.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
-5.46794e-16,1.0,2.0,4.61448e-16,2.39765e-16,2.0,1.0,1.0,1.0,1.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
2.0,1.0,2.0,4.61448e-16,2.39765e-16,-1.2151e-16,1.0,1.0,1.09214e-16,1.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
1.0,1.0,2.0,4.61448e-16,2.39765e-16,2.0,1.0,1.0,1.09214e-16,1.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
2.0,1.0,2.0,4.61448e-16,2.39765e-16,3.0,1.0,2.0,1.09214e-16,1.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
2.0,1.0,2.0,4.61448e-16,2.39765e-16,2.0,1.0,1.0,1.09214e-16,2.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,1.0,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
4.0,-1.6129e-16,2.0,4.61448e-16,1.0,-1.2151e-16,1.0,2.0,1.09214e-16,2.0,1.0,1.0,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,1.0,1.0,1.0,2.63994e-17,1.0,1.0,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
-5.46794e-16,1.0,2.0,4.61448e-16,2.39765e-16,1.0,1.0,1.0,1.0,1.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,1.0,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
2.0,1.0,2.0,4.61448e-16,2.39765e-16,3.0,1.0,2.0,1.09214e-16,2.0,1.0,-1.30189e-16,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,1.0,2.63994e-17,1.0,1.0,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,2
2.0,1.0,1.0,4.61448e-16,2.39765e-16,3.0,1.0,2.0,1.09214e-16,2.0,1.0,1.0,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,3
1.0,1.0,2.0,4.61448e-16,2.39765e-16,3.0,1.0,1.0,1.0,2.0,1.0,1.0,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,2.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,3
2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,2.0,2.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,3
1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,2.0,2.0,2.63994e-17,1.0,-7.59436e-17,-9.20364e-16,5.78618e-16,3.0,4.0,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,-3.48979e-17,3
3.0,1.0,1.0,1.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
3.0,1.0,1.0,1.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,2.0,2.0,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,2.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
-5.46794e-16,1.0,2.0,2.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,1.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,1.0,2.39765e-16,-1.2151e-16,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.12107e-16,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
4.0,1.0,1.0,2.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,2.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
2.0,1.0,2.0,1.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
3.0,1.0,2.0,2.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
4.0,1.0,1.0,1.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,1.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,1.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,2.0,2.39765e-16,1.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
2.0,1.0,1.0,2.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.0,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
3.0,1.0,1.0,1.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,2.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
3.0,1.0,1.0,1.0,2.39765e-16,1.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,2.0,2.39765e-16,1.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.12107e-16,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
2.0,1.0,2.0,2.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,2.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
3.0,1.0,1.0,1.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
4.0,1.0,1.0,1.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,2.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.12107e-16,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
2.0,1.0,2.0,2.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,2.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
3.0,1.0,1.0,1.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
4.0,1.0,1.0,1.0,2.39765e-16,2.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,3.0,2.0,2.63994e-17,3.5368e-16,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
1.0,1.0,2.0,2.0,2.39765e-16,3.0,1.0,-6.6975e-16,1.09214e-16,1.02705e-16,1.0,1.0,-5.48964e-16,-7.33037e-16,-3.00158e-16,4.30709e-16,-3.05402e-16,4.55119e-16,1.0,-6.55466e-16,1.12107e-16,2.0,2.63994e-17,2.0,-7.59436e-17,-9.20364e-16,5.78618e-16,-2.41935e-16,5.51857e-16,-3.04859e-16,6.40096e-17,2.10834e-16,4.14797e-16,4.86943e-16,1.0,3
