f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,clase
-3.72926e-16,-0.5,5.11983e-17,45.0,1.80863e-18,-0.333333,-1.72265e-15,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-0.5,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,1.6,1320.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-0.111111,5.1476500000000005e-18,5.11983e-17,-1.15892e-16,1.80863e-18,0.333333,-0.6,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,-1.0,-2.49261e-16,-1.43926e-16,1,1.6,1220.0,762.0,-2.66426e-17,-1.0,-1.55821e-17,3
-3.72926e-16,-0.5,5.11983e-17,60.0,1.0,3.14702e-16,-1.72265e-15,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,0.6,1320.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,1.0,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-0.6,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,3.2,1320.0,762.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,5.1476500000000005e-18,5.11983e-17,-1.15892e-16,1.80863e-18,0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,0.699,610.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,5.1476500000000005e-18,5.11983e-17,-1.15892e-16,1.80863e-18,0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,3.2,1320.0,4880.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,0.25,5.11983e-17,-1.15892e-16,1.80863e-18,3.14702e-16,-1.72265e-15,350.0,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,1.6,50.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,-1.0,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.301,1220.0,4170.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,5.1476500000000005e-18,55.0,-1.15892e-16,1.80863e-18,3.14702e-16,-1.72265e-15,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,3.2,640.0,1.34117e-16,-2.66426e-17,0.333333,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.4,375.0,612.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,0.4,1320.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,0.5,70.0,-1.15892e-16,1.80863e-18,3.14702e-16,-1.72265e-15,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,2.5,610.0,762.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.5,5.11983e-17,85.0,1.0,3.14702e-16,-1.72265e-15,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,3.2,610.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,4
-3.72926e-16,5.1476500000000005e-18,65.0,-1.15892e-16,1.80863e-18,3.14702e-16,-1.72265e-15,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,-1.0,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,3.2,900.0,1.34117e-16,-2.66426e-17,0.333333,-1.55821e-17,2
-3.72926e-16,5.1476500000000005e-18,45.0,-1.15892e-16,1.80863e-18,3.14702e-16,-1.72265e-15,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,-1.0,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,2.2,900.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.5,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,0.5,-1.16622e-16,-4.13273e-16,-1.0,2.1634e-16,1.53317e-16,-1.0,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.999,1220.0,4880.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.5,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,0.2,1.1130100000000001e-18,1.0,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,1.001,610.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,5.1476500000000005e-18,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.6,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.3,610.0,4880.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-1.0,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,1.601,610.0,762.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.5,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,0.2,1.1130100000000001e-18,1.0,-2.91503e-16,0.5,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,1.0,610.0,4880.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.5,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,0.5,-1.16622e-16,-4.13273e-16,-1.0,2.1634e-16,1.53317e-16,-1.0,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.999,610.0,762.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,5.1476500000000005e-18,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.6,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.699,3.42667e-15,762.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,3.14702e-16,-1.72265e-15,500.0,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,-1.0,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,1.6,610.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.4,1320.0,4880.0,1.0,-1.0,-1.55821e-17,2
-3.72926e-16,0.75,5.11983e-17,-1.15892e-16,1.80863e-18,3.14702e-16,-1.72265e-15,310.0,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.8,610.0,762.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,5.1476500000000005e-18,5.11983e-17,-1.15892e-16,1.80863e-18,0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,0.7,610.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.601,610.0,762.0,-2.66426e-17,-1.0,-1.55821e-17,2
1.0,-0.5,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,0.2,1.1130100000000001e-18,1.0,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,2.0,1250.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.699,1320.0,761.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.5,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,-0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,1.0,-1.16622e-16,-4.13273e-16,-1.0,2.1634e-16,-1.0,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,-1,0.699,1320.0,1.34117e-16,-2.66426e-17,-1.0,-1.55821e-17,2
1.0,-0.5,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,0.2,1.1130100000000001e-18,1.0,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.7,609.9,4170.0,-2.66426e-17,-1.0,-1.55821e-17,2
-3.72926e-16,-0.75,5.11983e-17,-1.15892e-16,1.80863e-18,-0.333333,0.2,1.1130100000000001e-18,-1.83507e-16,-2.91503e-16,-2.00341e-17,-1.16622e-16,-4.13273e-16,-2.50983e-16,2.1634e-16,1.53317e-16,4.24333e-17,2.46044e-16,-1.84794e-16,3.68822e-16,-1.62673e-16,6.53195e-17,-2.49261e-16,-1.43926e-16,1,0.601,609.0,4880.0,-2.66426e-17,-1.0,-1.55821e-17,2
