f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,clase
1.0,0.5233643602669641,0.3496433498798128,0.0,0.0,0.7692300325280559,0.1250001698054552,0.2792982888746026,0.0,0.0,0.11940363614087737,1.0,0.0,0.0,0.0,0
1.0,0.6168218013348203,0.27089318986729627,0.0,0.0,0.2307682572692167,0.25000039185874273,0.26614003105799744,0.0,0.0,0.22388169981932304,0.0,0.0,0.0,0.050000020840419074,0
0.0,0.4579439325426184,0.18303589969704298,0.0,0.0,0.8461535830457343,0.0,0.17543870155260632,0.0,1.0,0.0,0.0,0.0,0.0,0.04000005835317341,0
0.0,0.28137085762281866,0.3839286984226322,0.0,0.0,0.6153839576143356,0.0,0.014561445224319167,0.0,0.0,0.07462713649786912,0.0,0.0,0.0,0.005600018589653815,0
1.0,0.3467914417591974,0.05357147936905288,0.0,0.0,0.692306824050923,0.0,0.07017548062104252,0.0,0.0,0.1641798454581699,0.0,0.0,0.21700021137400932,0.00035001483837838153,0
1.0,0.3395639545341502,0.05660727239108482,0.0,0.0,0.15384504879208383,0.1250001698054552,0.06438598808758472,0.0,0.0,0.17910476468774125,0.0,0.0,0.29150041622412953,0.007130017956105074,0
0.0,0.28660456066206086,0.4196434921131609,0.0,0.0,0.7692300325280559,0.1250001698054552,0.0175439523503389,0.0,0.0,0.029850869115433436,0.0,0.0,0.15000021746297257,0.00551001923987489,0
1.0,0.34579447146027836,0.020892834283926215,0.4999995498634285,0.5000009908688136,0.15384504879208383,0.0,0.00877197617516945,0.0,0.0,0.029850869115433436,1.0,0.0,0.1300002348600104,0.005000017714356214,0
1.0,0.6801248793672194,0.33625030224586455,0.0,0.0,1.0,0.8750022858426659,0.5057891754952988,0.0,0.0,0.1641798454581699,0.0,0.0,0.015000160922599703,0.0030000304270118494,0
1.0,0.42579437761305855,0.3275002844666961,0.0,0.0,0.0,0.0,0.1578947492022674,0.0,0.0,0.17910476468774125,0.0,0.0,0.0,0.0022100222408952368,0
1.0,0.36037394988871285,0.5357147936905287,0.0,0.0,0.0,0.1250001698054552,0.1871930674322551,0.0,0.0,0.1641798454581699,1.0,0.0,0.0,0.02283000178393987,0
1.0,0.3697197252779051,0.05053586413870596,0.0,0.0,0.692306824050923,0.1250001698054552,0.026315811103967968,0.0,0.0,0.014925427299573829,1.0,0.0,0.12000015657334025,0.0010000275093531782,0
1.0,0.49320874593524233,0.49696509593639326,0.0,0.0,0.692306824050923,0.0,0.3026311231663893,0.0,0.0,0.08955256379744295,0.0,0.0,0.03500014352556189,0.0,0
1.0,0.7030533192979602,1.0,0.4999995498634285,0.5000009908688136,0.0,0.0,1.0,0.0,0.0,0.5970170194015241,1.0,0.0,0.0,0.0001499989162982076,0
1.0,0.6770091516680561,0.24107165716073792,0.0,0.0,0.0,0.1250001698054552,0.09210533886388789,0.0,0.0,0.1641798454581699,0.0,0.0,0.0,0.002840028109557249,0
0.0,0.5109033264147077,0.07285725461191632,0.4999995498634285,0.5000009908688136,0.6153839576143356,0.1250001698054552,0.0043860467983549145,0.0,0.0,0.3432846827273401,0.0,0.0,0.2275001935420456,0.01236002011517249,0
1.0,0.3977570827278884,0.15928588191787446,0.0,0.0,0.15384504879208383,0.1250001698054552,0.21193002850407894,0.0,0.0,0.04477628189872147,1.0,0.0,0.15550020398026826,0.0030000304270118494,0
1.0,0.5171338433408359,0.05500003555833702,0.0,0.0,0.2307682572692167,0.25000039185874273,0.12280707934467038,1.0,1.0,0.0,1.0,0.0,0.10800020180563855,0.0,0
1.0,0.29806878062743125,0.02375012445417954,0.0,0.0,0.0,0.0,0.0057894690491497175,1.0,1.0,0.0,1.0,0.0,0.05000013047778354,0.0,0
0.0,0.32087240375576576,0.017857219053579287,0.0,0.0,0.0,0.1250001698054552,0.030701740480782495,0.0,1.0,0.0,0.0,0.0,0.24550003870840914,0.0,0
1.0,0.3239876622188298,0.0357144381071586,0.0,0.0,0.6153839576143356,0.0,0.061403598383105384,0.0,1.0,0.0,0.0,0.0,0.1400002261614915,0.0,0
1.0,0.4662928940449247,0.07285725461191632,0.0,0.0,0.692306824050923,0.0,0.0014035396723351967,0.0,1.0,0.0,0.0,0.0,0.19999982602962194,0.058000032511053755,0
1.0,0.4351401530022508,0.08928573968452644,0.0,0.0,0.692306824050923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1195001657067851,0.0020000029176586703,0
1.0,0.4267913479119776,0.10714295873810574,0.0,0.0,0.15384504879208383,0.1250001698054552,0.26017501680595795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.2907166330120109,0.41517914290184477,0.4999995498634285,0.5000009908688136,0.692306824050923,0.0,0.029298318229987692,0.0,1.0,0.0,0.0,0.0,0.08000019136741586,0.0030000304270118494,0
1.0,0.288723005238239,0.0,0.0,0.0,0.15384504879208383,0.0,0.0029825071260197317,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.5523988131454929,0.017857219053579287,0.0,0.0,0.2307682572692167,0.1250001698054552,0.17543870155260632,0.0,1.0,0.0,0.0,0.0,0.16000020876445367,0.0,0
1.0,0.43825556787734793,0.1607144558863271,0.0,0.0,0.7692300325280559,0.1250001698054552,0.20175427781349348,1.0,1.0,0.0,0.0,1.0,0.3555006389062134,0.0,0
1.0,0.5389408089943175,0.10714295873810574,0.0,0.0,0.6153839576143356,0.1250001698054552,0.2105268410963649,0.0,0.0,0.1641798454581699,1.0,0.0,0.04000013917630244,0.0,0
1.0,0.7071653916479103,0.4375008889584252,0.0,0.0,0.4615376432722335,0.0,0.04385964603276647,0.0,0.0,0.0597017091982953,0.0,0.0,0.10000017397037805,0.0,0
1.0,0.39464182426482436,0.5773216038232324,0.0,0.0,0.07692149827440542,0.0,0.10526324441587187,0.0,0.0,0.13432855537044872,1.0,0.0,0.12500023920926984,0.0073000184646113,0
0.0,0.29183826370130306,0.02821429587381058,0.4999995498634285,0.5000009908688136,0.6153839576143356,0.0,0.052631622207935935,0.0,0.0,0.029850869115433436,0.0,0.0,0.04000013917630244,0.0040000058353173405,0
0.0,0.254455005732501,0.02982153270655838,0.0,0.0,0.6153839576143356,0.0,0.05561412933395567,0.0,0.0,0.014925427299573829,1.0,0.0,0.0,0.0,0
1.0,0.3323366237211361,0.15178591747621148,0.0,0.0,0.15384504879208383,0.0,0.15052643012097355,0.0,0.0,0.014925427299573829,0.0,0.0,0.060000208764453666,0.0,0
1.0,0.42579437761305855,0.05500003555833702,0.0,0.0,0.15384504879208383,0.0,0.05403516188027112,0.0,0.0,0.014925427299573829,0.0,0.0,0.2600004697200208,0.5000003126062861,0
0.0,0.4485981571534261,0.0357144381071586,0.0,0.0,0.0,0.0,0.07017548062104252,0.0,0.0,0.1641798454581699,1.0,0.0,0.0,0.004560039996932289,0
1.0,0.31775714529270166,0.013392869842263233,0.0,0.0,0.4615376432722335,0.0,0.00877197617516945,0.0,0.0,0.04477628189872147,1.0,0.0,0.1300002348600104,0.15108011723986156,0
1.0,0.24199397188024468,0.2321431365297908,0.0,0.0,0.692306824050923,0.1250001698054552,0.05122808253560074,0.0,0.0,0.10447799109701678,1.0,0.0,0.04000013917630244,0.029540043614829037,0
1.0,0.43825556787734793,0.8973217460565804,0.0,0.0,0.7692300325280559,0.1250001698054552,0.057017551584750456,0.0,0.0,0.014925427299573829,0.0,0.0,0.257500515387245,0.005000017714356214,0
1.0,0.40286609409435087,0.26785739684526433,0.0,0.0,0.8461535830457343,0.25000039185874273,0.05561412933395567,0.0,1.0,0.0,0.0,1.0,0.2100005132126153,0.0,1
1.0,0.43401867872499167,0.14285721905357932,0.0,0.0,0.07692149827440542,0.25000039185874273,0.43859704743536676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.48074771208298595,0.1785716038232324,0.0,0.0,0.15384504879208383,0.0,0.47368377792064065,0.0,1.0,0.0,0.0,0.0,0.4900006175948421,0.0,1
1.0,0.5514024684947062,0.017857219053579287,0.0,0.0,0.4615376432722335,0.0,0.3771926271014786,0.0,1.0,0.0,1.0,1.0,0.19999982602962194,0.0,1
1.0,0.5586287044234887,0.25000017779168504,0.4999995498634285,0.5000009908688136,0.0,0.0,0.057017551584750456,1.0,1.0,0.0,1.0,0.0,0.08000019136741586,2.000680231278515e-05,1
1.0,0.25757026419556506,0.18892873398096918,0.0,0.0,0.6153839576143356,0.0,0.013157905551983984,0.0,0.0,0.014925427299573829,1.0,0.0,0.08000019136741586,0.0,1
1.0,0.42467290333579943,0.2321431365297908,0.0,0.0,0.9230750813201397,0.0,0.0043860467983549145,0.0,1.0,0.0,0.0,0.0,0.2214999552026276,0.0,1
0.0,0.23887871341718062,0.020892834283926215,0.4999995498634285,0.5000009908688136,0.9230750813201397,0.0,0.020526342054818236,0.0,1.0,0.0,0.0,0.0,0.08000019136741586,0.0,1
1.0,0.27003129804782144,0.041607165716073785,0.4999995498634285,0.5000009908688136,0.3846146742234825,0.0,0.08771935077630315,0.0,0.0,0.014925427299573829,1.0,0.0,0.09000018614830452,0.00020001592208017394,1
1.0,0.2679130098836764,0.34821390473210345,0.0,0.0,0.0,0.0,0.00877197617516945,0.0,1.0,0.0,1.0,0.0,0.07000020006593477,0.0,1
1.0,0.617819710105938,0.678572190535793,0.0,0.0,1.0,0.8750022858426659,0.0,0.0,0.0,0.014925427299573829,1.0,0.0,0.04700018527845263,0.0,1
0.0,0.3447976575733924,0.05357147936905288,0.0,0.0,0.4615376432722335,0.0,0.07017548062104252,0.0,1.0,0.0,1.0,1.0,0.18400064021099127,0.0,1
1.0,0.4963240043983064,0.017857219053579287,0.0,0.0,0.4615376432722335,0.0,0.00877197617516945,0.0,1.0,0.0,1.0,1.0,0.1440002400791217,0.0,1
0.0,0.0,0.12500017779168504,0.0,0.0,0.07692149827440542,0.0,0.10526324441587187,0.0,1.0,0.0,0.0,0.0,0.15000021746297257,0.0,1
1.0,0.3395639545341502,0.022321568264895397,0.0,0.0,0.9230750813201397,0.0,0.015964984896654363,0.0,1.0,0.0,0.0,0.0,0.10000017397037805,0.0,1
1.0,0.4631776355818606,0.14285721905357932,0.0,0.0,0.0,0.25000039185874273,0.17543870155260632,0.0,1.0,0.0,0.0,1.0,0.1400002261614915,0.0,1
1.0,0.0,0.013392869842263233,0.0,0.0,0.07692149827440542,0.0,0.030701740480782495,0.0,1.0,0.0,0.0,1.0,0.46399987474132776,0.0,1
1.0,0.31987558986887976,0.07892866286429516,0.4999995498634285,0.5000009908688136,0.9230750813201397,0.0,0.14035091427346888,0.0,1.0,0.0,1.0,0.0,0.0940001878880083,0.0,1
1.0,0.4236760894489135,0.1607144558863271,0.0,0.0,0.9230750813201397,0.0,0.03508778727913742,0.0,1.0,0.0,0.0,0.0,0.12000015657334025,0.0,1
0.0,0.6105919100568246,0.05357147936905288,0.0,0.0,0.3076914657463496,0.3750004571685332,0.0,0.0,1.0,0.0,0.0,0.0,0.05000013047778354,0.0002700397301749254,1
1.0,0.7788161798863511,0.45535828580368953,0.4999995498634285,0.5000009908688136,0.0,0.1250001698054552,0.17543870155260632,0.0,1.0,0.0,1.0,0.0,0.05600019484682343,0.0,1
1.0,0.39152656580176026,0.553572190535793,0.0,0.0,0.0,0.0,0.0175439523503389,0.0,1.0,0.0,1.0,0.0,0.060000208764453666,0.0,1
1.0,0.0,0.1785716038232324,0.4999995498634285,0.5000009908688136,0.9230750813201397,0.0,0.29824542863265546,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
1.0,0.6520864583154111,0.04910730794942182,0.4999995498634285,0.5000009908688136,0.0,0.1250001698054552,0.3319301459256193,0.0,1.0,0.0,0.0,0.0,0.10000017397037805,0.0010000275093531782,1
1.0,0.3582555053125347,0.05357147936905288,0.4999995498634285,0.5000009908688136,0.0,0.0,0.052631622207935935,0.0,1.0,0.0,0.0,0.0,0.0,0.0022500358455208105,1
0.0,0.35613721714838964,0.12642873398096918,0.0,0.0,0.2307682572692167,0.25000039185874273,0.0175439523503389,0.0,1.0,0.0,0.0,0.0,0.08550018658323047,0.0,1
1.0,0.28660456066206086,0.022321568264895397,0.4999995498634285,0.5000009908688136,0.9230750813201397,0.0,0.0043860467983549145,0.0,1.0,0.0,1.0,0.0,0.09000018614830452,1.0003401156392575e-05,1
1.0,0.0,0.017857219053579287,0.0,0.0,0.0,0.25000039185874273,0.029298318229987692,0.0,1.0,0.0,0.0,1.0,0.16000020876445367,0.0,1
0.0,0.28037404373593267,0.39285739684526433,0.4999995498634285,0.5000009908688136,0.6153839576143356,0.0,0.10526324441587187,0.0,1.0,0.0,0.0,0.0,0.13400016179245158,0.0,1
0.0,0.35514024684947065,0.0357144381071586,0.0,0.0,0.6153839576143356,0.0,0.03508778727913742,0.0,0.0,0.029850869115433436,0.0,0.0,0.08350017962441535,0.005000017714356214,1
1.0,0.4672897079318106,0.06250017779168504,0.4999995498634285,0.5000009908688136,0.0,0.25000039185874273,0.00877197617516945,0.0,1.0,0.0,0.0,0.0,0.08200018092919317,0.0040000058353173405,1
1.0,0.43925238176423387,0.5892869842263218,0.4999995498634285,0.5000009908688136,0.0,0.0,0.14035091427346888,0.0,1.0,0.0,1.0,0.0,0.04000013917630244,0.0,1
1.0,0.23264819649105245,0.1785716038232324,0.0,0.0,0.6153839576143356,0.0,0.013157905551983984,0.0,0.0,0.029850869115433436,1.0,0.0,0.0,0.000380025041847561,1
1.0,0.3115266283665735,0.428572190535793,0.0,0.0,0.3846146742234825,0.0,0.07894741452445743,0.0,0.0,0.029850869115433436,0.0,0.0,0.060000208764453666,5.001700578196461e-05,1
1.0,0.3467914417591974,0.14285721905357932,0.4999995498634285,0.5000009908688136,0.2307682572692167,0.1250001698054552,0.20175427781349348,0.0,0.0,0.029850869115433436,0.0,0.0,0.037500184843526685,0.0,1
1.0,0.683239042946052,0.553572190535793,0.0,0.0,0.8461535830457343,0.6250016327447615,0.0,0.0,0.0,0.29850847341004755,1.0,0.0,0.07600017744978561,0.0013000253419495952,1
1.0,0.3582555053125347,0.041607165716073785,0.0,0.0,0.3846146742234825,0.0,0.0175439523503389,0.0,1.0,0.0,1.0,1.0,0.1400002261614915,0.0,1
0.0,0.3115266283665735,0.39285739684526433,0.4999995498634285,0.5000009908688136,0.9230750813201397,0.0,0.1578947492022674,0.0,1.0,0.0,1.0,0.0,0.060000208764453666,0.0,1
1.0,0.5099065125278218,0.0803572190535793,0.4999995498634285,0.5000009908688136,0.7692300325280559,0.1250001698054552,0.3508772856836722,0.0,1.0,0.0,0.0,0.0,0.08800018440860075,0.0,1
0.0,0.2461062006422278,0.02678573968452644,0.0,0.0,0.0,0.0,0.027894778557652503,0.0,0.0,0.07462713649786912,0.0,0.0,0.07000020006593477,5.001700578196461e-05,1
1.0,0.3634892083517769,0.12500017779168504,0.0,0.0,0.692306824050923,0.0,0.12280707934467038,0.0,0.0,0.04477628189872147,0.0,0.0,0.16450021354863908,0.0,1
0.0,0.30529611144044533,0.037142994296442744,0.4999995498634285,0.5000009908688136,1.0,0.8750022858426659,0.0175439523503389,0.0,0.0,0.04477628189872147,1.0,0.0,0.09000018614830452,0.0014700310605605896,1
1.0,0.30629308173936437,0.4464295873810573,0.0,0.0,0.692306824050923,0.0,0.030701740480782495,0.0,1.0,0.0,0.0,0.0,0.1300002348600104,0.0,1
0.0,0.4205608309858494,0.02678573968452644,0.0,0.0,0.3846146742234825,0.25000039185874273,0.03508778727913742,0.0,0.0,0.04477628189872147,0.0,0.0,0.10600015135422891,0.0,1
1.0,0.25757026419556506,0.044642958738105754,0.4999995498634285,0.5000009908688136,0.0,0.1250001698054552,0.0482456928311214,0.0,0.0,0.04477628189872147,0.0,0.0,0.07000020006593477,0.002100036929222603,1
0.0,0.3167603314058157,0.040178609526789644,0.0,0.0,0.6153839576143356,0.0,0.04526318570510167,0.0,0.0,0.029850869115433436,1.0,0.0,0.10000017397037805,0.0,1
1.0,0.4704049663948747,0.25000017779168504,0.0,0.0,0.6153839576143356,0.1250001698054552,0.40350914273468896,0.0,0.0,0.10447799109701678,0.0,0.0,0.15000021746297257,5.001700578196461e-05,1
1.0,0.6542058413637879,0.2321431365297908,0.0,0.0,0.3846146742234825,0.0,0.2207014175715464,0.0,0.0,0.22388169981932304,1.0,0.0,0.0,0.11201996178700759,0
1.0,0.7206230829750194,0.2514287339809692,0.0,0.0,0.4615376432722335,0.0,0.49122773027097955,0.0,0.0,0.08955256379744295,0.0,0.0,0.18000019136741585,0.013320023599690561,0
0.0,0.25856723449448415,0.3691079835578249,0.0,0.0,0.15384504879208383,0.1250001698054552,0.011754365879648787,0.0,0.0,0.014925427299573829,0.0,0.0,0.04000013917630244,0.0005000137546765891,0
1.0,0.4974454786755655,0.22178588191787446,0.0,0.0,0.6153839576143356,0.0,0.0014035396723351967,0.0,0.0,0.014925427299573829,1.0,0.0,0.10000017397037805,0.0030000304270118494,0
1.0,0.31987558986887976,0.4464295873810573,0.0,0.0,0.15384504879208383,0.0,0.04245622378197168,0.0,0.0,1.0,0.0,0.0,0.07000020006593477,0.0025799917805387164,0
0.0,0.3084113699035094,0.4464295873810573,0.0,0.0,0.9230750813201397,0.0,0.052631622207935935,0.0,0.0,0.17910476468774125,0.0,0.0,0.060000208764453666,0.005670016347224722,0
0.0,0.5504045597235887,0.23803586413870598,0.0,0.0,0.6153839576143356,0.0,0.25877182939824395,0.0,0.0,0.04477628189872147,0.0,0.0,0.0,0.0,0
0.0,0.292835077588189,0.3214288762143172,0.0,0.0,0.6153839576143356,0.0,0.29824542863265546,0.0,0.0,0.07462713649786912,0.0,0.0,0.060000208764453666,0.0,0
1.0,0.4351401530022508,0.1785716038232324,0.0,0.0,0.7692300325280559,0.1250001698054552,0.26315752393197767,0.0,0.0,0.08955256379744295,0.0,0.0,0.0,0.010000020840419075,0
1.0,0.5940184910305519,0.08928573968452644,0.0,0.0,0.4615376432722335,0.25000039185874273,0.08771935077630315,0.0,0.0,0.17910476468774125,0.0,0.0,0.20500060454706376,0.025100044431773466,0
1.0,0.28348930219899676,0.39285739684526433,0.0,0.0,0.6153839576143356,0.0,0.08771935077630315,0.0,0.0,0.10447799109701678,0.0,0.0,0.05000013047778354,0.008090021440623145,0
1.0,0.4289096360761226,0.15178591747621148,0.0,0.0,0.2307682572692167,0.25000039185874273,0.11403510316950093,0.0,0.0,0.029850869115433436,1.0,0.0,0.13700019397697152,0.006100016714016098,0
0.0,0.35414343296258466,0.12500017779168504,0.0,0.0,0.692306824050923,0.0,0.029298318229987692,0.0,1.0,0.0,1.0,1.0,0.1400002261614915,0.0,0
1.0,0.844237076846796,0.19642869842263216,0.0,0.0,0.8461535830457343,0.6250016327447615,0.45614099978570566,0.0,0.0,0.014925427299573829,0.0,0.0,0.0,0.0,0
1.0,0.254455005732501,0.06553579302203195,0.0,0.0,0.0,0.0,0.07894741452445743,0.0,0.0,0.014925427299573829,1.0,0.0,0.05000013047778354,0.0015000412640297708,0
0.0,0.5909027633313886,0.2857146158988436,0.0,0.0,0.8461535830457343,0.25000039185874273,0.22807079344670383,0.0,0.0,0.08955256379744295,1.0,0.0,0.18750005436574313,0.5110004068049804,0
1.0,0.4517134156164902,0.1785716038232324,0.0,0.0,0.0,0.25000039185874273,0.08771935077630315,0.0,0.0,0.08955256379744295,1.0,0.0,0.0,0.003669997799251745,0
1.0,0.407102826834674,0.19642869842263216,0.0,0.0,0.6153839576143356,0.1250001698054552,0.19298253648140481,0.0,0.0,0.17910476468774125,0.0,0.0,0.20400027487319733,0.010000020840419075,0
1.0,0.6053583634296154,0.2321431365297908,0.0,0.0,0.6153839576143356,0.1250001698054552,0.2105268410963649,0.0,1.0,0.0,0.0,0.0,0.1750001957166753,0.0,0
1.0,0.4974454786755655,0.01928577524286343,0.4999995498634285,0.5000009908688136,0.9230750813201397,0.0,0.0175439523503389,0.0,0.0,0.04477628189872147,1.0,0.0,0.10000017397037805,0.010000020840419075,0
1.0,0.41844238640967124,0.0982144381071586,0.0,0.0,0.4615376432722335,0.0,0.14912289044863836,0.0,0.0,0.08955256379744295,1.0,0.0,0.10200022442178769,0.0,0
0.0,0.23464198067685743,0.33928609526789655,0.0,0.0,0.692306824050923,0.0,0.057017551584750456,0.0,0.0,0.08955256379744295,0.0,0.0,0.02000015657334024,0.006000019173185549,0
0.0,0.3354518821842002,0.48214260315473567,0.0,0.0,0.6153839576143356,0.1250001698054552,0.17543870155260632,0.0,0.0,0.029850869115433436,1.0,0.0,0.0,0.050000020840419074,0
0.0,0.3894081837903954,0.13392869842263216,0.0,0.0,0.15384504879208383,0.1250001698054552,0.021929881727153433,0.0,0.0,0.13432855537044872,0.0,0.0,0.09050018571337858,0.0,0
0.0,0.7040496639487469,0.5714295873810573,0.0,0.0,0.3076914657463496,0.8750022858426659,0.0,0.0,0.0,0.22388169981932304,1.0,0.0,0.0,0.002470006468866081,0
1.0,0.5358255505312535,0.010357254611916306,0.4999995498634285,0.5000009908688136,0.15384504879208383,0.1250001698054552,0.061403598383105384,0.0,0.0,0.11940363614087737,1.0,0.0,0.05000013047778354,0.00375002500850289,0
1.0,0.27825559915975456,0.39285739684526433,0.0,0.0,0.692306824050923,0.0,0.07017548062104252,0.0,0.0,0.014925427299573829,1.0,0.0,0.04000013917630244,0.0027800077026188894,0
1.0,0.3395639545341502,0.0594643847696531,0.0,0.0,0.15384504879208383,0.1250001698054552,0.17842109125708566,0.0,0.0,0.13432855537044872,1.0,0.0,0.19950053104457904,0.008270020140180995,0
1.0,0.409096611020479,0.08928573968452644,0.0,0.0,0.15384504879208383,0.1250001698054552,0.09649126824070241,0.0,0.0,0.08955256379744295,1.0,0.0,0.08000019136741586,0.020720013554608566,0
1.0,0.2897198191251249,0.05357147936905288,0.0,0.0,0.6153839576143356,0.0,0.08333337443087246,0.0,0.0,0.04477628189872147,0.0,0.0,0.0,0.005820020473627699,0
